NATIONAL FOREST,WILDERNESS,LAT,LONG,UTME,UTMN,ZONE,MONITORING SITE NAME,site_rename,DATE,TIME,SAMPLE TYPE,pH,ANC,SPECIFIC CONDUCTIVITY (SC),Na,NH4,K,Mg,Ca,F,Cl,NO3,PO4,SO4,COMMENT,Uncategorized
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,08-05-2003,1332,REGULAR,7.55,225.4,30.2,0.69,0.0,0.27,0.66,4.1,0.04,0.15,1.04,0.0,1.79,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,09-03-2003,1315,REGULAR,7.93,262.0,35.1,0.83,0.02,0.24,0.29,5.83,0.07,0.24,1.51,0.0,2.05,LAB FILTERED,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,09-03-2003,1310,REGULAR,7.43,268.9,36.2,0.84,0.0,0.25,0.28,5.9,0.07,0.24,1.5,0.0,2.05,FIELD FILTERED,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,07-02-2004,1225,REGULAR,7.36,190.2,28.6,0.15,0.0,0.07,0.07,4.51,0.0,0.04,0.28,0.0,0.37,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,07-28-2004,927,REGULAR,7.59,207.73,28.8,0.72,0.02,0.3,0.26,4.85,0.04,0.14,0.99,0.0,1.82,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,08-30-2004,1340,REGULAR,7.56,251.69,32.0,0.82,0.01,0.24,0.27,5.51,0.05,0.18,0.8,0.0,2.15,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,07-04-2005,1145,REGULAR,7.33,192.6,27.0,0.64,0.0,0.23,0.26,4.48,0.05,0.43,0.88,0.07,1.44,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,08-02-2005,1425,REGULAR,7.98,189.49,24.9,0.57,0.05,0.18,0.22,4.11,0.04,0.1,0.34,0.0,1.33,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,08-29-2005,1335,REGULAR,7.19,214.55,28.1,,,,,,,,,,,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,07-04-2006,910,REGULAR,7.28,174.41,25.2,0.55,0.0,0.19,0.24,4.09,0.03,0.1,0.78,0.0,1.45,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,07-28-2006,955,REGULAR,7.41,205.16,28.4,0.65,0.0,0.21,0.25,4.46,0.02,0.11,0.67,0.0,1.66,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,09-04-2006,1056,REGULAR,7.57,240.79,32.7,,,,,,,,,,,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,07-03-2007,1126,REGULAR,7.52,186.57,24.1,0.56,0.03,0.18,0.22,4.1,,,,,,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,07-27-2007,1258,REGULAR,7.47,210.71,27.6,0.62,0.0,0.19,0.23,4.31,,,,,,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,09-07-2007,1302,REGULAR,7.69,282.24,34.1,0.9,0.0,0.27,0.26,5.87,,,,,,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,08-04-2008,1326,REGULAR,7.41,208.06,23.9,0.61,0.0,0.19,0.24,4.33,0.04,0.11,0.56,0.01,1.58,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,08-19-2008,1646,REGULAR,7.82,238.24,30.0,0.8,0.0,0.32,0.26,4.9,0.04,0.18,0.72,0.0,1.66,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,09-08-2008,1412,REGULAR,8.43,279.17,33.2,0.82,0.0,0.23,0.29,5.38,0.03,0.15,0.36,0.0,1.94,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,07-15-2009,1556,REGULAR,7.14,105.69,13.28,0.22,0.02,0.12,0.13,2.08,0.01,0.08,0.55,0.0,0.5,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,08-05-2009,1143,REGULAR,8.57,221.72,26.0,0.7,0.0,0.19,0.23,4.24,0.04,0.1,0.23,0.0,1.24,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,08-31-2009,1542,REGULAR,7.85,258.17,26.3,0.85,0.0,0.21,0.24,4.8,0.05,0.13,0.29,0.0,1.55,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,07-05-2010,1802,REGULAR,7.3,190.43,25.23,0.55,0.0,0.16,0.23,3.9,0.03,0.11,0.57,0.0,1.28,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,08-04-2010,1052,REGULAR,7.89,214.66,27.91,0.66,0.0,0.21,0.44,3.98,0.04,0.13,0.67,0.0,1.46,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,09-01-2010,1607,REGULAR,7.24,178.14,33.48,0.59,0.01,0.17,0.0,5.03,0.02,0.06,0.03,0.0,6.27,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,07-25-2011,1320,REGULAR,7.46,200.79,24.69,0.53,0.0,0.16,0.24,3.31,0.03,0.08,0.15,0.0,1.25,,UNKNOWN
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,08-06-2011,1420,REGULAR,8.61,221.29,25.02,0.62,0.0,0.18,1.9,0.0,0.04,0.08,0.14,0.0,1.41,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,09-12-2011,1115,REGULAR,7.78,262.11,30.3,0.73,0.04,0.23,0.51,4.37,0.05,0.15,0.59,0.0,1.72,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,07-04-2012,1110,REGULAR,7.22,217.16,25.07,,,,,,,,,,,FILTERED,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,08-07-2012,1140,REGULAR,7.25,262.74,30.36,,,,,,,,,,,FILTERED,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,09-05-2012,1700,REGULAR,7.15,294.83,33.71,,,,,,,,,,,FILTERED,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,07-10-2016,1355,REGULAR,7.58,248.05,29.3,0.62,0.02,0.18,0.24,4.48,0.04,0.13,0.83,0.0,1.77,POTENTIALLY MISLABELLED SAMPLE ON ARRIVAL,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,08-17-2016,1115,REGULAR,7.65,277.48,33.1,0.85,0.02,0.22,0.26,5.43,0.05,0.19,0.77,0.0,2.27,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,09-21-2016,1145,REGULAR,7.76,310.56,37.9,1.04,0.02,0.27,0.28,6.3,0.05,0.24,1.01,0.0,2.25,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,07-06-2017,12:50,REGULAR,7.26,227.56,26.24,0.6,0.02,0.21,0.25,4.31,0.03,0.03,0.8,0.0,1.62,SAMPLES ARRIVED VERY WARM,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,08-09-2017,11:15,REGULAR,7.44,258.78,28.9,0.7,0.06,0.21,0.26,4.76,0.04,0.1,0.47,0.0,1.65,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,09-20-2017,8:30,REGULAR,7.66,307.43,32.53,0.94,0.05,0.28,0.29,5.63,0.05,0.19,0.45,0.0,2.1,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,06-28-2018,1238,REGULAR,7.02,231.82,29.44,0.6,0.03,0.18,0.35,6.38,0.0,0.13,0.66,0.0,1.71,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,08-06-2018,1055,REGULAR,7.46,298.54,35.95,0.82,0.01,0.24,0.25,5.96,0.0,0.18,0.4,0.0,2.04,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,09-12-2018,1205,REGULAR,7.35,354.21,38.53,1.05,0.0,0.39,0.29,6.98,0.01,0.25,0.58,0.0,2.09,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,08-17-2019,13:30,REGULAR,7.31,251.72,24.97,0.62,0.04,0.19,0.26,3.35,0.0,0.11,0.51,0.0,1.63,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,10-05-2019,1310,REGULAR,7.34,299.58,31.28,0.79,0.02,0.24,0.33,3.98,0.04,0.34,0.32,0.0,2.35,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,07-01-2020,1510,REGULAR,7.09,248.1,24.54,0.52,0.04,0.19,0.21,3.18,0.02,0.11,0.68,0.0,1.59,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,07-14-2020,1400,REGULAR,7.16,275.6,29.64,0.69,0.03,0.24,0.33,3.83,0.02,0.11,0.56,0.0,1.75,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,08-27-2020,1330,REGULAR,7.05,238.47,28.13,0.74,0.02,0.24,0.22,4.63,0.02,0.15,0.25,0.0,1.86,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,06-13-1991,,,7.15,,32.88,0.53,0.01,0.19,0.23,3.99,0.0,0.16,1.52,0.0,1.81,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,07-18-1991,,,6.98,,21.77,0.5,0.0,0.23,0.18,3.23,0.0,0.11,0.87,0.0,1.25,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,08-14-1991,,,7.12,,27.94,0.58,0.03,0.19,0.21,3.87,0.0,0.14,0.5,0.0,1.38,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,08-14-1991,,,7.04,,27.73,0.56,0.01,0.18,0.21,3.9,0.0,0.12,0.5,0.0,1.38,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,06-30-1992,,,7.05,,27.12,0.57,0.07,0.18,0.24,3.81,0.0,0.15,0.59,0.0,1.42,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,06-30-1992,,,7.09,,27.01,0.62,0.01,0.2,0.24,3.84,0.0,0.18,0.8,0.0,1.42,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,07-28-1992,,,7.11,,25.47,0.46,0.02,0.16,0.16,3.25,0.0,0.13,0.68,0.0,1.32,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,07-28-1992,,,7.1,,26.6,0.45,0.02,0.14,0.16,3.25,0.0,0.12,0.68,0.0,1.33,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,08-17-1992,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,07-15-1993,,,7.13,,20.08,0.58,0.01,0.15,0.25,4.08,0.0,0.1,0.81,0.09,1.23,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,08-08-1993,,,7.1,,19.35,0.55,0.01,0.21,0.2,3.54,0.0,0.14,0.57,0.0,1.12,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,08-16-1993,,,7.29,,25.36,0.62,0.01,0.24,0.21,3.79,0.0,0.19,0.5,0.0,1.24,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,07-07-1994,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,08-05-1994,,,7.19,,20.15,0.67,0.02,0.21,0.21,3.57,0.0,0.21,0.48,0.0,1.6,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,09-09-1994,,,7.18,,21.97,0.83,0.01,0.24,0.22,3.96,0.0,0.27,0.59,0.0,1.3,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,07-20-1995,,,6.54,,25.76,0.56,0.01,0.18,0.24,3.96,0.02,0.11,0.95,0.0,1.15,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,08-13-1995,,,6.63,,26.19,0.36,0.01,0.05,0.13,2.62,0.02,0.07,0.74,0.0,0.88,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,08-26-1995,,,6.58,,17.72,0.56,0.02,0.21,0.57,3.35,0.02,0.16,0.69,0.0,1.1,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,07-10-1996,,,6.12,,16.6,0.42,0.01,0.13,0.2,3.58,0.02,0.11,0.67,0.0,0.98,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,08-08-1996,,,6.93,,18.35,0.52,0.01,0.15,0.19,3.39,0.02,0.08,0.4,0.0,0.97,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,09-07-1996,,,6.58,,20.39,0.65,0.01,0.17,0.2,4.14,0.02,0.13,0.36,0.0,1.04,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,07-06-1997,,,6.86,,19.74,0.52,0.01,0.14,0.19,3.65,0.02,0.11,0.74,0.0,1.22,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,07-26-1997,,,6.83,,17.48,0.47,0.01,0.16,0.17,3.05,0.02,0.24,0.69,0.0,1.02,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,09-14-1997,,,6.99,,28.54,0.72,0.03,0.18,0.22,4.72,0.02,0.13,0.69,0.0,1.38,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,07-12-1998,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,08-19-1998,,,7.07,,30.4,0.88,0.02,0.22,0.27,5.07,0.03,0.25,0.62,0.0,1.46,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,07-24-1999,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,08-21-1999,,,7.2,,32.58,0.65,0.01,0.19,0.29,5.07,0.03,0.14,1.03,0.0,1.43,,
WHITE RIVER NATIONAL FOREST,MAROON BELLS SNOWMASS WILDERNESS,39.14250,-107.09805,318683,4334686,13,AVALANCHE LAKE,AVALANCHE LAKE,09-23-1999,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SAN JUAN NATIONAL FOREST,WEMINUCHE WILDERNESS,37.71188,-107.54302,275840,4176892,13,BIG ELDORADO LAKE,BIG ELDORADO LAKE,08-24-2016,1030,DUPLICATE,5.9,27.11,27.9,0.16,0.01,0.08,0.96,2.23,0.02,0.08,0.09,0.0,8.06,,
SAN JUAN NATIONAL FOREST,WEMINUCHE WILDERNESS,37.71188,-107.54302,275840,4176892,13,BIG ELDORADO LAKE,BIG ELDORADO LAKE,08-24-2016,1000,REGULAR,5.07,11.94,70.0,0.22,0.01,0.1,3.33,5.26,0.05,0.07,0.02,0.0,27.6,,
SAN JUAN NATIONAL FOREST,WEMINUCHE WILDERNESS,37.71188,-107.54302,275840,4176892,13,BIG ELDORADO LAKE,BIG ELDORADO LAKE,08-24-2016,1320,REGULAR,6.63,22.05,26.0,0.16,0.02,0.11,1.1,2.49,0.03,0.11,0.03,0.0,10.31,,
SAN JUAN NATIONAL FOREST,WEMINUCHE WILDERNESS,37.71188,-107.54302,275840,4176892,13,BIG ELDORADO LAKE,BIG ELDORADO LAKE,08-01-2017,12:30,REGULAR,6.46,22.86,22.27,0.13,0.02,0.13,0.99,2.11,0.02,0.07,0.08,0.0,7.52,,
SAN JUAN NATIONAL FOREST,WEMINUCHE WILDERNESS,37.71188,-107.54302,275840,4176892,13,BIG ELDORADO LAKE,BIG ELDORADO LAKE,09-11-2017,15:50,REGULAR,6.44,21.79,24.36,0.15,0.02,0.13,1.1,2.51,0.05,0.09,0.11,0.0,8.58,,
SAN JUAN NATIONAL FOREST,WEMINUCHE WILDERNESS,37.71188,-107.54302,275840,4176892,13,BIG ELDORADO LAKE,BIG ELDORADO LAKE,08-07-2018,1305,REGULAR,6.37,37.96,30.38,0.16,0.01,0.21,1.1,2.97,0.0,0.12,0.04,0.0,7.32,,
SAN JUAN NATIONAL FOREST,WEMINUCHE WILDERNESS,37.71188,-107.54302,275840,4176892,13,BIG ELDORADO LAKE,BIG ELDORADO LAKE,09-10-2018,1700,REGULAR,6.38,39.18,22.71,0.15,0.0,0.19,1.08,2.81,0.01,0.12,0.06,0.0,7.82,,
SAN JUAN NATIONAL FOREST,WEMINUCHE WILDERNESS,37.71188,-107.54302,275840,4176892,13,BIG ELDORADO LAKE,BIG ELDORADO LAKE,08-13-2019,11:25,REGULAR,6.22,46.7,21.92,0.17,0.01,0.07,0.95,2.46,0.0,0.06,0.04,0.0,5.9,,
SAN JUAN NATIONAL FOREST,WEMINUCHE WILDERNESS,37.71188,-107.54302,275840,4176892,13,BIG ELDORADO LAKE,BIG ELDORADO LAKE,09-17-2019,1230,REGULAR,6.36,44.4,27.18,0.18,0.02,0.1,1.04,2.54,0.04,0.06,0.05,0.0,6.83,,
SAN JUAN NATIONAL FOREST,WEMINUCHE WILDERNESS,37.71188,-107.54302,275840,4176892,13,BIG ELDORADO LAKE,BIG ELDORADO LAKE,08-17-2020,15:55,REGULAR,5.96,33.1,22.41,0.12,0.01,0.17,1.19,2.58,0.02,0.1,0.04,0.0,6.07,,
SAN JUAN NATIONAL FOREST,WEMINUCHE WILDERNESS,37.71188,-107.54302,275840,4176892,13,BIG ELDORADO LAKE,BIG ELDORADO LAKE,09-21-2020,1517,REGULAR,6.4,36.84,24.35,0.13,0.02,0.16,1.15,2.49,0.02,0.08,0.03,0.0,5.97,,
SAN JUAN NATIONAL FOREST,WEMINUCHE WILDERNESS,37.71188,-107.54302,275840,4176892,13,BIG ELDORADO LAKE ,BIG ELDORADO LAKE,08-13-2012,1300,REGULAR,6.44,39.7,20.58,,,,,,,,,,,,
SAN JUAN NATIONAL FOREST,WEMINUCHE WILDERNESS,37.71188,-107.54302,275840,4176892,13,BIG ELDORADO LAKE,BIG ELDORADO LAKE,07-31-1985,,,6.3,34.0,13.0,0.08,0.01,0.11,0.4,1.3,0.0,0.14,0.04,0.0,2.8,,
SAN JUAN NATIONAL FOREST,WEMINUCHE WILDERNESS,37.71188,-107.54302,275840,4176892,13,BIG ELDORADO LAKE,BIG ELDORADO LAKE,07-31-1985,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SAN JUAN NATIONAL FOREST,WEMINUCHE WILDERNESS,37.71188,-107.54302,275840,4176892,13,BIG ELDORADO LAKE,BIG ELDORADO LAKE,08-21-1985,,,7.9,32.0,16.0,0.09,0.03,0.09,0.4,1.3,0.0,0.13,0.04,0.0,3.1,,
SAN JUAN NATIONAL FOREST,WEMINUCHE WILDERNESS,37.71188,-107.54302,275840,4176892,13,BIG ELDORADO LAKE,BIG ELDORADO LAKE,08-21-1985,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SAN JUAN NATIONAL FOREST,WEMINUCHE WILDERNESS,37.71188,-107.54302,275840,4176892,13,BIG ELDORADO LAKE,BIG ELDORADO LAKE,09-19-1985,,,7.7,36.0,15.0,0.1,0.03,0.08,0.32,1.2,0.0,0.13,0.04,0.0,2.8,,
SAN JUAN NATIONAL FOREST,WEMINUCHE WILDERNESS,37.71188,-107.54302,275840,4176892,13,BIG ELDORADO LAKE,BIG ELDORADO LAKE,09-19-1985,,,7.7,34.0,15.0,0.09,0.03,0.08,0.34,1.2,0.0,0.13,0.04,0.0,2.9,,
SAN JUAN NATIONAL FOREST,WEMINUCHE WILDERNESS,37.71188,-107.54302,275840,4176892,13,BIG ELDORADO LAKE,BIG ELDORADO LAKE,07-22-1986,,,6.8,44.0,13.0,0.13,0.03,0.11,0.42,1.3,0.0,0.21,0.35,0.0,2.7,,
